destination,name,area,subarea,boulder,grade,stars,FA,FA_year,style_icon_1,style_icon_2,style_icon_3,style_icon_4,description
Squamish,Black Smoke,Apron Boulders,The Jungle,Black Smoke,V1,0,,,slabby,dangerous,,,Just east of the previous problems is a very high| slabby face on the edge of the forest. This problem follows features on the far right side of the wall.
Squamish,Reggie Mantel,Apron Boulders,The Jungle,The Method,V4,0,Will Keats-Osbourne,2002,,,,,Start on the horizontal shelf under the boulder. Slap to the lip of the perched block.
Squamish,Mickey Mantel,Apron Boulders,The Jungle,The Method,V4,0,Trent Hoover,2002,,,,,Start on edges just below the lip. Slap to holds above and continue to the top.
Squamish,Redneck Rail,Apron Boulders,The Jungle,The Method,V4,0,Jack Fieldhouse & Scott Milton,2000,dangerous,,,,Climb the high rail on the graffiti boulder. Start on a block underneath.
Squamish,The Ladies Man,Apron Boulders,The Jungle,The Method,V7,4,Vince Chung,2002,dangerous,,,,Start in the cave with a sloping ramp and an edge. Climb to the lip then make a hard move left| rolling onto the spooky slab. A lower start on edges has been done (Andrew Boyd 2004).
Squamish,The Method,Apron Boulders,The Jungle,The Method,V12,5,Tim Doyle,2009,technical,,,,"Start on crimps on the slab and move up to a small roof with a big sloping ball and flat undercling. Veer left then up to finish. Exceptional climbing with a technical| ""European"" flavour. Some prefer to start standing on a rail to the right. This seems to suit some body types better and doesn't change the line's grade."
Squamish,Trouser Snake,Apron Boulders,The Jungle,The Method,V8,1,Andrew Boyd,2006,technical,,,,"Start on the sloping shelf left of The Method. Climb up and left over the lip using a ""knee dyno"" to generate momentum for the crux move."
Squamish,Squamish's Best Kept Secret,Apron Boulders,The Jungle,Silver Spoon,V2,1,Curtis Suave,2002,,,,,Start low and left on a fat rail. Pull on| hit the lip and rail right before rolling up.
Squamish,Silver Spoon,Apron Boulders,The Jungle,Silver Spoon,V1,1,Curtis Suave,2002,sit-start,,,,This problem faces uphill and starts seated in a crack rail at the back of the overhang. Slap to a shelf on the lip and execute a tricky mantel.
Squamish,Brunch with Viejo,Apron Boulders,The Jungle,Silver Spoon,V2,0,Steve Wiens,2015,sit-start,,,,Do the same seated start as for Silver Spoon| but traverse left to finish through a hole.
Squamish,Solid Gold,Apron Boulders,The Jungle,Solid Gold,V5,1,Curtis Suave,2002,,,,,Climb the face opposite Silver Spoon starting with a divot on the left arête and an angled crimper on the face to the right. Gun for a good edge just over the lip and finish with easier moves.
Squamish,Peter's Face,Apron Boulders,The Jungle,Peter's Face,V1,2,Peter Winter,2002,,,,,Start matched on a good flat edge and move up and right across the face. The landing is poor.
Squamish,The Cutting Edge,Apron Boulders,The Jungle,The Cutting Edge,V6,4,Stu Worrall,1997,sit-start,,,,Start this aesthetic line seated| about 2 m right of the arête| matched on a slopey lip scoop. Traverse left to the sharp arête and then up on either side.
Squamish,Blast Hole Traverse,Apron Boulders,The Jungle,The Cutting Edge,V7,2,,,sit-start,,,,Start seated using a small crimp and pocket. Follow tiny edges right into the Cutting Edge arête.
Squamish,Pinky's Problem,Apron Boulders,The Jungle,The Cutting Edge,V5,2,Frank Nardi,2020,sit-start,,,,Start with your right hand in the Blast Hole Traverse pocket and climb straight up.
Squamish,Slice and Dice,Apron Boulders,The Jungle,The Cutting Edge,V1,3,,,,,,,Climb the edgy face. Start with your left hand on the arête and your right on a good sidepull at 1 m. A low start matched on a double crimp bumps it to V5 (FA: Curtis Suave 2010). Fire left to the arête and up.
Squamish,The Boot,Apron Boulders,The Jungle,The Boot,V0+,2,Peter Winter,2002,sit-start,,,,Start seated using a left sidepull and low right arête edge. Grab the top of the pillar and mantel.
Squamish,The Killing Floor Right,Apron Boulders,The Jungle,Gull Skull,V1,3,Andrew Boyd & Mike Stewart & Stu Worrall,1997,dangerous,,,,Start with a right-hand palm press and a left sidepull. Climb up right to a good knob and a scary top out on the right arête. A low version comes in via Eyes Without a Face.
Squamish,The Killing Floor Left,Apron Boulders,The Jungle,Gull Skull,V0,3,Andrew Boyd & Mike Stewart & Stu Worrall,1997,sit-start,,,,Start seated using a left edge and a small right sidepull. Climb straight up just right of the arête. As before| a low version comes in via the Eyes Without a Face start.
Squamish,Eyes Without a Face,Apron Boulders,The Jungle,Gull Skull,V6,2,Jim Sandford,2004,sit-start,,,,Start seated straddling a block at the base of the arête and climb into the finish of Gull Skull.
Squamish,Alien Within,Apron Boulders,The Jungle,Gull Skull,V3,3,Stu Worrall,1997,reachy,sit-start,,,Start seated matched on the shelf. Dyno to the top or make a very long| technical reach.
Squamish,Alien Skull,Apron Boulders,The Jungle,Gull Skull,V5,2,,,sit-start,,,,Start as for Alien Within. Throw right to the slopey rail| match and then make a big move to the lip.
Squamish,Gull Skull,Apron Boulders,The Jungle,Gull Skull,V6,4,,,powerful,sit-start,,,Start as for Alien Within. Throw right to the slopey rail and continue right to the sharp arête.
Squamish,ET,Apron Boulders,The Jungle,ET,V0-,2,Trent Hoover,2001,sit-start,,,,Start seated matched on a small diagonal shelf. Climb straight up through blocky features.
Squamish,The Sickle,Apron Boulders,The Jungle,The Sickle,V3,3,Trent Hoover,2001,sit-start,,,,Start seated awkwardly next to a rock using a left sidepull and right arête pinch. Slap upward.
Squamish,The Giver,Apron Boulders,The Jungle,The Giver,V8,4,Tim Doyle,2008,sit-start,,,,This compression problem is in a hole| about 7 m north of Gull Skull (on the platform). It looks small from the road and is hard to see unless you are standing beside it. Start in a horizontal crack at 1 m and crank up to a big| square block and the top. An excellent problem marred slightly by the dab factor at the end.
Squamish,Buns Up and Squealing,Apron Boulders,The Jungle,Buns Up and Squealing,V4,4,Randy Atkinson,1978,powerful,,,,This overhanging crack starts with a good left hold. Climb up right to a tricky move at the lip. An early Squamish problem and a tough one at that.
Squamish,Nightcrawler,Apron Boulders,The Jungle,Nightcrawler,V9,3,Tim Doyle,2001,sit-start,,,,To find this problem| scramble behind The Sickle and slide down into a small cave formed by boulders. Start seated using a positive low sloper on the prow feature. Climb it on edges and top out through a hole.
Squamish,Crawl Out,Apron Boulders,The Jungle,Nightcrawler,V6,2,Trent Hoover,2001,,,,,Start with a positive sloper that forms the left end of the rail that crosses Nightcrawler. This hold is about 2 m off the ground and 0.3 m left of arête. Traverse the rail right and top out on Nightcrawler.
Squamish,Decaptacon,Apron Boulders,The Jungle,Decaptacon,V10,2,Jason Kehl,2005,powerful,sit-start,,,This problem is on the left-hand wall when sliding down the slab into the Nightcrawler alcove. Start seated at the base of the slab using a left sloper and a right undercling edge. Crank up and out through a hole.
Squamish,The Harpoon,Apron Boulders,The Jungle,The Harpoon,V1,2,,,,,,,From the tip of the spear| wrestle onto the slab.
Squamish,Spare Tire,Apron Boulders,The Jungle,TV Violence,V2,2,Jack Fieldhouse,2002,,,,,Start matched on the left edge of the boulder. Plant your feet on good edges and traverse the lip up and right to finish on the TV Violence mantel.
Squamish,The Cleaner,Apron Boulders,The Jungle,TV Violence,V3,2,Jack Fieldhouse,2000,reachy,,,,Start with two left-leaning edges| which are located just left and slightly higher than the small| sharp incut hold on the left edge of the rail. Fire to the left edge of the boulder and finish up Spare Tire.
Squamish,TV Violence,Apron Boulders,The Jungle,TV Violence,V5,4,Jack Fieldhouse,2000,crimpy,sit-start,,,The best line on the boulder starts seated matched on fat incuts in the middle of the handrail. Crank up and slightly right to a sloper| make a big move to a left crimper by a plate and use adjacent crimpers to crank left to the edge of the boulder. There used to be a smashed TV at the base of this climb.
Squamish,Tread,Apron Boulders,The Jungle,TV Violence,V7,2,Mike Mott,2000,crimpy,sit-start,,,Start as for TV Violence by reaching up and right to the sloper. Match on this hold and reach up and slightly right to a small| sharp sidepull on the face above. Set up for a really big move to the lip. Contrived and not as alluring as the original problem. Named for a discarded tire found in the nearby brush at the time of the FA| which has now been removed.
Squamish,Reptile Slab,Apron Boulders,The Snake Pit,Anaconda,V0,1,,,,,,,Rock onto the slab just left of the corner.
Squamish,Lizard Skull,Apron Boulders,The Snake Pit,Anaconda,V1,2,,,sit-start,,,,Start seated and climb along the small corner.
Squamish,Anaconda,Apron Boulders,The Snake Pit,Anaconda,V0+,2,,,sit-start,,,,Slap up the triangle-shaped face from the right.
Squamish,Venom Arête,Apron Boulders,The Snake Pit,Cobra,V1,3,,,,,,,Climb the smooth face right of the arête. Airy.
Squamish,Constrictor,Apron Boulders,The Snake Pit,Cobra,V1,2,,,,,,,Start in the crack and climb the face above.
Squamish,Cobra,Apron Boulders,The Snake Pit,Cobra,V0+,2,,,,,,,Same start| but follow the crack leftward.
Squamish,Dumpster Baby,Apron Boulders,The Snake Pit,Cobra,V0,1,Scotty Inglis,2011,sit-start,,,,Start seated matched on a fat shelf.
Squamish,Sidewinder,Apron Boulders,The Snake Pit,Sidewinder,V1,2,,,,,,,Climb the blunt prow from a standing start.
Squamish,Brtual Pub,Apron Boulders,The Snake Pit,Brutal Pub,V1,2,Curtis Suave,2010,sit-start,,,,Start seated in the small pit with a left gaston and right incut edge. Crank over the lip.
Squamish,Diamondback,Apron Boulders,The Snake Pit,Snake Pit,V0,1,,,,,,,Warm up along the right-facing feature.
Squamish,Scale,Apron Boulders,The Snake Pit,Snake Pit,V2,2,Curtis Suave,2010,technical,,,,Start with a high edge. Slab away
Squamish,Snake Pit,Apron Boulders,The Snake Pit,Snake Pit,V5,4,,,technical,,,,(aka White Rhino) The tallest part of the slab.
Squamish,Snake Bite,Apron Boulders,The Snake Pit,Snake Pit,V5,3,Andrew Boyd,2007,technical,,,,The technical arête on the left side.
Squamish,Skooch,Apron Boulders,The Snake Pit,Snake Pit,V0,0,Curtis Suave,2010,,,,,The dihedral on the left of the arête.
Squamish,The Church of the Universe,Apron Boulders,The Snake Pit,The Church of the Universe,V1,1,Scotty Inglis,2011,,,,,This problem is found in the brush to the right of Ghost Rider and starts with a left sidepull and right crimp. From here| bump to a jug then throw to the slopey nose of the upper| stacked boulder.
Squamish,Ghost Rider,Apron Boulders,The Snake Pit,Ghost Rider,V6,4,Jim Sandford,2004,dangerous,,,,Start standing with opposing pinches under the prow's nose. Make a cruxy slap to a shelf then finish up the high| harrowing slab. Bring many pads.
Squamish,Rainy Daze,Apron Boulders,The Snake Pit,Ghost Rider,V0,1,Scotty Inglis,2011,dangerous,,,,Start standing on a mossy shelf and climb the well-featured groove above.
Squamish,Single's Arête,Apron Boulders,The Snake Pit,Single's Arête,V0,1,Scotty Inglis,2011,,,,,Start with your left hand on a low arête hold and your right on an obvious| thick sidepull on the slab. Make a tough step-up onto the short face. A low start pumps the grade to V2.
Squamish,Next Generation,Apron Boulders,The Snake Pit,Next Generation,V1,2,Scotty Inglis,2011,slopey,sit-start,,,Start seated with your left hand on an obvious edge on the lip and your right on a triangular hold. Hit the right arête and roll up beside the crack.
Squamish,Lip Service Left,Apron Boulders,The Snake Pit,Lip Service,V1,1,Ken Warren,2004,sit-start,,,,Start seated in a crack. Mantel out left.
Squamish,Lip Service Right,Apron Boulders,The Snake Pit,Lip Service,V1,1,Pam Bourdon,2004,sit-start,,,,Same problem| but mantel out right.
Squamish,Paranoid,Apron Boulders,The Snake Pit,Nalle's Arête,V7,2,Jim Sandford,2004,crimpy,dangerous,,,Stand on a boulder and crimp a high slab edge with your right hand. Fire up and left to a rail and continue climbing leftward into Crazy Train.
Squamish,Crazy Train,Apron Boulders,The Snake Pit,Nalle's Arête,V3,3,Jim Sandford,2004,dangerous,,,,Stand on a boulder and reach to an incut flake just under the left arête. Pull on| climb up and right| turn the lip and finish up the very high prow. 
Squamish,Nalle's Arête,Apron Boulders,The Snake Pit,Nalle's Arête,V10,4,Nalle Hukkataival,2018,crimpy,reachy,dangerous,,Start with opposing| crimpy sidepulls| one on the left arête and the other on the horizontal rail. Climb directly into the incut flake start of Crazy Train and up. Prepare for a massive move in the crux.
Squamish,A-Frame,Apron Boulders,The Snake Pit,Nalle's Arête,V12,3,Tim Doyle,2018,crimpy,reachy,dangerous,,Start matched on a fat edge and traverse left on crimps into the start of Nalle's Arête. There are enough moves to make the big move on that problem feel extra desperate. Good| but unfortunately dabby.
Squamish,Dr. Abercrombie,Apron Boulders,The Snake Pit,Nalle's Arête,V5,2,Gabriel Zukiwski,2013,technical,dangerous,,,Start right of the previous problem on an edge in the middle of the face. Climb to its high crux.
Squamish,Tall| Dark and Handsome,Apron Boulders,The Snake Pit,Nalle's Arête,V2,5,Gabriel Zukiwski,2013,technical,dangerous,,,Horizontal edges lead to a high| airy crux. The shape and position of the holds do not provide much security. Harder than it looks.
Squamish,Oh Cannabis Slab,Apron Boulders,Gibbs' Cave,Oh Cannabis,V1,0,Jack Fieldhouse,2006,,,,,Climb a small slab facing the road.
Squamish,After Math,Apron Boulders,Gibbs' Cave,Oh Cannabis,V6,1,Curtis Suave,2002,sit-start,,,,Start on a low jug| jump for the lip and finish up and to the right.
Squamish,Before Silence,Apron Boulders,Gibbs' Cave,Oh Cannabis,V6,1,Curtis Suave,2003,sit-start,,,,Same problem| but exit left.
Squamish,Get Stoned,Apron Boulders,Gibbs' Cave,Oh Cannabis,V5,1,Chris Weldon,2007,,,,,Start as far right as possible on the lip. Traverse left to finish on Before Science.
Squamish,Pumping Pythons Traverse,Apron Boulders,Gibbs' Cave,Gibb's Cave,V4,1,Nick Gibbs,1996,,,,,Start as far left as possible. Traverse the lip right and around the corner into Toy Dog Barbecue.
Squamish,Hight Five,Apron Boulders,Gibbs' Cave,Gibb's Cave,V5,2,Nick Gibbs,1996,reachy,sit-start,,,Stat seated left of the arête matched on a shelf. Make a huge move to the lip and mantel.
Squamish,Toy Dog Barbecue,Apron Boulders,Gibbs' Cave,Gibb's Cave,V0+,1,Nick Gibbs,1996,,,,,Climb the small dihedral feature to the right of the arête. Start with holds at its base.
Squamish,Roller Disco Queen,Apron Boulders,Gibbs' Cave,Gibb's Cave,V7,1,Andrew Boyd,2003,dangerous,,,,Start by reaching to a high| diagonal edge rail. Work up and right to reach a small ledge and a right-facing corner. Quest to the top. Very high!
Squamish,Zazen,Apron Boulders,Gibbs' Cave,Gibb's Cave,V13,3,Harry Robertson,2003,slopey,powerful,,,This line starts in the roof below Gibbs' Cave using a low edge rail for the right hand and a slopey undercling for the left. Graded V13| but still unrepeated after the first ascent. Waiting for confirmation...
Squamish,Gibbs' Cave,Apron Boulders,Gibbs' Cave,Gibb's Cave,V8,4,Nick Gibbs,1996,slopey,powerful,,,This problem is about 1.75 m right of the trees and starts on the lowest rail| just under the blunt arête| on two miserable holds. Climb straight up and top out using slippery slopers on the right side of the prow. Too easy? Try it footless. It's been done...
Squamish,Sharma's Link,Apron Boulders,Gibbs' Cave,Gibb's Cave,V10,3,Chris Sharma,1999,pumpy,powerful,,,Start as for Middle Cave| but traverse the horrible low rail to the start of Gibbs' Cave and up.
Squamish,Sharma's Link Low,Apron Boulders,Gibbs' Cave,Gibb's Cave,VH,2,,,powerful,,,,This problem used to start in undercling below the Sharma’s Link rail| but the hold broke significantly. The low start may no longer be possible...
Squamish,Middle Cave,Apron Boulders,Gibbs' Cave,Gibb's Cave,V5,4,Nick Gibbs,1996,powerful,,,,Follow the Gibbs' Cave start rail right for 2 m to sloping edges. Start here| make a tough move straight up to an incut slot in the next rail and then continue directly above through a crux to an easier finish.
Squamish,The Easy Way Out,Apron Boulders,Gibbs' Cave,Gibb's Cave,V3,3,Nick Gibbs,1996,powerful,,,,Start as for Middle Cave. Make the hard crank to the slot then move right to jug flakes and up. Finish by moving back left into upper Middle Cave.
Squamish,Nick's Link,Apron Boulders,Gibbs' Cave,Gibb's Cave,V9,3,Nick Gibbs,1998,pumpy,powerful,,,Start where the rail drops vertically and makes a small| horizontal edge right of Middle Cave. Grab this edge with your left hand and a slopey sidepull on the next rail over with your right. Follow the upper rail (above Sharma’s Link) into the nasty Gibbs' Cave finish.
Squamish,DJ Pump Daddy,Apron Boulders,Gibbs' Cave,Gibb's Cave,V10,4,,,pumpy,sit-start,,,Start matched on a prominent| chalky| right-facing flake jug at the lowest point in the cave. Follow edges| gastons and sidepulls along right-facing corner features into the start of Nick’s Link and finish on that problem. The slopey Gibbs' Cave crux comes at the bitter end| testing your resolve after so much climbing.
Squamish,The Touch,Apron Boulders,Gibbs' Cave,Gibb's Cave,V9,3,,,reachy,pumpy,dangerous,,Start up DJ Pump Daddy| but climb directly up the wall just before joining Nick’s Link. A single| very reachy move off a glassy basalt hold leads to better holds and a topout left of the trees. Good prep for DJ Pump Daddy| but much easier if you can make the reach.
Squamish,Big Boy,Apron Boulders,Gibbs' Cave,Gibb's Cave,V4,2,Nick Gibbs,1996,powerful,dangerous,,,Look for a suitcase-sized undercling flake in the roof right of The Touch. Start on the left side of this feature| reach back and climb positive holds to a right-facing corner. Finish by the tree.
Squamish,Harry's Rail,Apron Boulders,Gibbs' Cave,Gibb's Cave,V1,2,Harry van Oort,1998,powerful,dangerous,,,Start as for Big Boy| but move right until it's possible to reach up to a juggy upper rail. Follow it leftward into Big Boy and finish on that problem.
Squamish,Sheep Tricks,Apron Boulders,Gibbs' Cave,Gibb's Cave,V2,2,Nick Gibbs,1999,powerful,dangerous,,,Start 1.25 m right of the undercling with edges on the nose of a block. Traverse into Harry’s Rail.
Squamish,Queva de Lobo,Apron Boulders,Gibbs' Cave,Gibb's Cave,V6,3,Nick Gibbs,2000,powerful,dangerous,,,Do a high standing start using two parallel jugs in the overhanging face. Move through incuts to finish with a left-leaning rail high over the talus. Bring many thick pads and thick spotters since the rock on this line is slightly friable in places.
Squamish,Black Hole,Apron Boulders,Gibbs' Cave,Gibb's Cave,V11,5,Nick Gibbs,2000,powerful,,,,Start as for Sheep Tricks. Traverse low and right around the arête| using bad edges| sidepulls and heel-hooks. Finish by continuing right on harsh edges into Cerebral Celebration| the full version of this classic problem.
Squamish,Black Hole Left,Apron Boulders,Gibbs' Cave,Gibb's Cave,V10,4,Nick Gibbs,2000,powerful,,,,Climb Black Hole| but finish left via Llamas For Me Please using a high sloping arête hold. High in the grade – some feel it's almost as hard as Black Hole.
Squamish,Something Wicked This Way Comes,Apron Boulders,Gibbs' Cave,Gibb's Cave,V12,4,Jordan Wright,2007,powerful,pumpy,,,This brutal roof exercise starts deep in the cave with a big| flat| left handhold| a small right edge and a high right foot. Climb straight up through the steep roof to the start of Black Hole| rest and then continue out that problem to the right-hand undercling slot. From there| crank into the start jugs of Queva de Lobo and finish on that problem. This was the first of the big endurance problems to be completed from deep in the cave once the problematic log was removed.
Squamish,Something Wicked Extension,Apron Boulders,Gibbs' Cave,Gibb's Cave,V10,3,Simon Parton,2009,powerful,pumpy,,,Climb Something Wicked| but finish left as for Sheep Tricks instead of the powerful Black Hole–Queva de Lobo combo. High in the grade – the start is hard!
Squamish,Something Wicked Extension Low,Apron Boulders,Gibbs' Cave,Gibb's Cave,V12,3,Hans Christian Montenegro,2017,powerful,pumpy,,,A brutal 3–4 move sequence from a fairly obvious edge leads the Something Wicked This Way Comes start. From here| climb Something Wicked Extension| the easiest way out. When complete| the link into North Ridge will be the hardest in the cave.
Squamish,La Abuela,Apron Boulders,Gibbs' Cave,Gibb's Cave,V11,3,Hans Christian Montenegro,2017,pumpy,,,,Start up Something Wicked This Way Comes. After the first three moves| crank left and slightly downward to reach the start of DJ Pump Daddy and finish on that problem. Over 30 physical moves of quality granite roof climbing. Bring fitness!
Squamish,Black Magic,Apron Boulders,Gibbs' Cave,Gibb's Cave,V13,5,Jordan Wright,2007,powerful,pumpy,,,"Climb Something Wicked This Way Comes to the start of Black Hole. Rest and then finish out Black Hole via the right-hand exit. If you have good endurance| this might feel soft. The ""king line"" of the cave!"
Squamish,Dark Star,Apron Boulders,Gibbs' Cave,Gibb's Cave,V12,4,,,powerful,pumpy,,,Climb Black Magic| but finish as for Black Hole Left. Only slightly easier than Black Magic.
Squamish,North Ridge,Apron Boulders,Gibbs' Cave,Gibb's Cave,V14,4,Georg Joost,2008,reachy,pumpy,,,Start Something Wicked| but cut hard right after the first couple of moves that gain the left gaston crack slot. Follow a line of holds out the north ridge of the boulder to finish on Black Hole Left. This heinous cave testpiece has also been finished via Black Hole to produce North-North Ridge (V14| FA: Ben Harnden 2017).
Squamish,Llamas for Me| Please,Apron Boulders,Gibbs' Cave,Gibb's Cave,V3,2,Nick Gibbs,1999,,,,,Match on a high| sloping arête hold. Crank up left into slots and climb the face right of the roof.
Squamish,Exit Stage Centre,Apron Boulders,Gibbs' Cave,Gibb's Cave,V1,1,Peter Michaux,2017,,,,,From a diagonal edge| go straight up.
Squamish,Cerebral Celebration,Apron Boulders,Gibbs' Cave,Gibb's Cave,V1,2,Nick Gibbs,1996,,,,,Same start| but crank right to a V-notch.
Squamish,North Ridge Mini,Apron Boulders,Gibbs' Cave,Gibb's Cave,V10,4,Georg Joost,2008,powerful,,,,Start matched on a flat hold near the lip and climb the finish of North Ridge.
Squamish,North Wolf Mini,Apron Boulders,Gibbs' Cave,Gibb's Cave,V10,3,Hans Christian Montenegro,2017,,,,,This link-up starts on North Ridge Mini and reverses the moves on Black Hole to reach Queva de Lobo. Finish on that problem.
Squamish,Righty,Apron Boulders,Gibbs' Cave,Gibb's Cave,V10,3,Tim Doyle,2007,powerful,,,,(aka The 25th Hour) Start on North Ridge Mini| but go slightly right on crimps and undercuts.
Squamish,The Crescent,Apron Boulders,Gibbs' Cave,Gibb's Cave,V10,4,Chris Sharma,2007,powerful,,,,Climb the crack at the far right end of the wall. Start as far down as logically possible. This somewhat neglected line in the cave is outstanding.
Squamish,A Kiss After Climbing,Apron Boulders,Gibbs' Cave,What It Is,V0-,1,Annie Tasaka,2001,,,,,Climb a line of jugs up the south prow of the boulder that sits adjacent to the tip of Gibbs' Cave. Useful to get into a good position for photography. A variation cuts right on edges below the upper roof.
Squamish,What It Is,Apron Boulders,Gibbs' Cave,What It Is,V2,0,Dave Ferguson,2000,,,,,The problem climbs the west face of the Kiss After Climbing boulder. Start standing on a block with a large left edge and a slopey right sidepull. Climb up and right to finish above a less-than-ideal landing.
Squamish,Tim Rules,Apron Boulders,Gibbs' Cave,Defender of the Faith,V8,1,Jeremy Smith,2008,powerful,,,,Start matched on a small rail at waist height| plant a left heel-hook| hit the arête and up. A two-move-wonder that's worth a look.
Squamish,Defender of the Faith,Apron Boulders,Gibbs' Cave,Defender of the Faith,V9,5,Vince Chung,2002,crimpy,,,,This popular problem starts matched on an edge at 1.75 m. If you use any of the higher holds to start| it's not V9. Crank to small edges and lunge for the top. The low start to this problem is a super hard project.
Squamish,Primal Urge,Apron Boulders,Gibbs' Cave,Defender of the Faith,V10,3,Greg Loh,2002,powerful,crimpy,,,Start in the entrance to the cave between the two boulders. Move right using poor holds to the dynamic finish on Defender of the Faith.
Squamish,Yo| La Tango,Apron Boulders,Gibbs' Cave,Yo| La Tango,V5,0,Curtis Suave,2003,powerful,sit-start,,,Bushwhack to find a small cave formed where two boulders lean against each other. Start low on basalt holds and boulder out| up and left over the lip.
Squamish,Springboard,Apron Boulders,Gibbs' Cave,Yo| La Tango,V0,0,Andrew Boyd,2003,dangerous,,,,The tall slab left of Yo| La Tango.
Squamish,Girl on Girl Action,Apron Boulders,Gibbs' Cave,Girl on Girl Action,V7,3,Andrew Boyd,2007,powerful,dynamic,sit-start,,Start seated matched on the shelf at the base of the overhang. A couple of powerful moves lead to a very challenging and dabby dyno for the lip. This move can be done statically| but it's much harder.
Squamish,Scissor Me Timbers,Apron Boulders,Gibbs' Cave,Girl on Girl Action,V9,2,Tyson Braun,2007,powerful,,,,Start as for Girl on Girl Action| but trend left across the steep face to a jug at the boulder's tip.
Squamish,Try This Dyno,Apron Boulders,Gibbs' Cave,Girl on Girl Action,V2,1,Curtis Suave,2007,dynamic,sit-start,,,Start seated using crimps on the edge of the arête. Jump to the last hold on Scissor Me Timbers.
Squamish,Grad 76 Highball,Apron Boulders,Gibbs' Cave,Grad 76,V1,1,,,dangerous,,,,"Free-solo up flakes and cracks on the west side of the massive boulder. ""Bold"" only begins to describe it."
Squamish,Immigrant Bong,Apron Boulders,Gibbs' Cave,Immigrant Bong,V0,1,Dave Ferguson,2000,,,,,Traverse the lip from left to right.
Squamish,The Old Man,Apron Boulders,Gibbs' Cave,The Old Man,V1,2,Dave Ferguson,2000,sit-start,,,,Start seated with your left hand palming the far left arête and your right on a good| high crimp. Make one move to a super jug on the arête and up.
Squamish,Tweeter and the Monkey Man,Apron Boulders,Gibbs' Cave,The Old Man,V1,1,Dave Ferguson & Jimmy Lapointe,2002,,,,,Start with a vertical left flake and a low right undercling. Hit the lip and up.
Squamish,Bitchin' Camaro,Apron Boulders,Gibbs' Cave,Bitchin' Camaro,V3,0,Dave Ferguson,2000,sit-start,,,,Start seated on a sharp boulder matched on a slopey shelf. Traverse right to the arête and up.
Squamish,Six Feet Under,Apron Boulders,Gibbs' Cave,Bitchin' Camaro,V1,0,Dave Ferguson,2001,,,,,Start in a hole using a wide pinch.
Squamish,Biodebatable,Apron Boulders,Gibbs' Cave,Business Time,V4,2,Dave Ferguson & Scott Norris,2001,slopey,dangerous,,,Start palming the slopey right arête up high. Chuck left to a shelf| move left to jugs in the middle of the slab and finish with a shaky roll.
Squamish,Viral Supremacy,Apron Boulders,Gibbs' Cave,Business Time,V6,3,Andrew Boyd,2008,dynamic,,,,Start matched on a sidepull undercling. Make a doublehanded dyno to the top and mantel.
Squamish,Milton's Press,Apron Boulders,Gibbs' Cave,Business Time,V6,2,Scott Milton,2006,technical,,,,Climb directly up the middle of the face. There are virtually no handholds so| to reach the lip| a very difficult onelegged press is necessary.
Squamish,At the Movies,Apron Boulders,Gibbs' Cave,Business Time,V3,3,Ryan Davy & Nic Lussier,2008,technical,dangerous,,,Climb scoops to a very positive edge below the lip. Execute a tricky roll that's exposed.
Squamish,Business Time,Apron Boulders,Gibbs' Cave,Business Time,V8,3,Tyson Braun,2008,powerful,,,,On the west tip of the boulder is a huge split in the rock. Start deep in the roof and undercling along the split feature into the steep dihedral.
Squamish,Mutual Funds,Apron Boulders,Gibbs' Cave,Business Time,V10,4,Tyson Braun,2008,powerful,dangerous,,,Start on sloping edges on the north side of the boulder and toe-hook the undercling feature mentioned in the Business Time description. Traverse slightly right and squeeze up the bulge to an exciting finish.
Squamish,Roll the Bones,Apron Boulders,Gibbs' Cave,Roll the Bones,V4,2,Jim Sandford,2004,,,,,Start by reaching to a small spike hold right of the arête. Shrinking holds lead to a slopey top.
Squamish,Analog Kid,Apron Boulders,Gibbs' Cave,Roll the Bones,V4,3,Jim Sandford,2004,,,,,Start left of Roll the Bones| climb to the horizontal shelf and then up the prominent prow.
Squamish,Dope Smokin' Buddha,Apron Boulders,Gibbs' Cave,Roll the Bones,V0+,1,Dave Ferguson,2000,,,,,Climb the middle of the off-vertical face starting with a high| slopey edge.
Squamish,Beaver Sauce,Apron Boulders,Gibbs' Cave,Roll the Bones,V2,1,Dave Ferguson & Scott Norris,2001,,,,,Start with high| slopey edges above the edge of the small boulder on the left. Execute a difficult rock-over move to the right. Beaver Sauce Low (V5| FA: Marc Bourdon 2002) starts crouching under the overhang using slopey lip holds.
Squamish,Poco Chicks Rock,Apron Boulders,Gibbs' Cave,Roll the Bones,V2,0,Dave Ferguson,2002,sit-start,,,,Start in a hole on the backside of the boulder. Grab a jug| crank to the lip and mantel.
Squamish,Ticket to Ride,Apron Boulders,Gibbs' Cave,Ticket to Ride,V2,2,Dave Ferguson,2000,sit-start,,,,Start seated matched on a high edge rail and climb the arête above.
Squamish,Blade Runner,Apron Boulders,Gibbs' Cave,Grad 76,V1,1,Dave Ferguson,2000,,,,,This problem climbs the east wall of the tunnel that accesses Dark Angel. Follow the lip of the left-leaning crack to finish through a hole in the roof.
Squamish,Ginsu Blade,Apron Boulders,Gibbs' Cave,Ginsu Blade,V1,1,Dave Ferguson,2000,sit-start,,,,This sharp flake is perched above the Blade Runner finish. Traverse the blade rightward.
